rank_date,country_full,total_points,rank
2018-01-31,Portugal,1780.3724827164567,16
2018-01-31,Switzerland,1735.8757779372456,17
2018-01-31,Algeria,1717.5120363350377,18
2018-01-31,Japan,1700.2513758417167,19
2018-01-31,Belgium,1671.850376094299,20
2018-01-31,Peru,1659.2744416872988,21
2018-01-31,Australia,1647.2119842083127,22
2018-01-31,Senegal,1612.7629698288843,23
2018-01-31,Colombia,1595.9494432914971,24
2018-01-31,Italy,1568.040216825272,25
2018-01-31,Panama,1529.6871432682208,26
2018-01-31,Spain,1512.2426819719838,27
2018-01-31,Ecuador,1508.2265357322974,28
2018-01-31,Brazil,1482.9874418384418,29
2018-01-31,Canada,1482.4185074865163,30
2018-01-31,Egypt,1473.2470352854523,31
2018-01-31,Jamaica,1463.7765980005738,32
2018-01-31,Cameroon,1411.8605827346232,33
2018-01-31,United Arab Emirates,1393.3373581114317,34
2018-01-31,Nigeria,1381.286474062546,35
2018-01-31,Mali,1381.002349844835,36
2018-01-31,South Korea,1374.2191010367776,37
2018-01-31,Serbia,1365.8332887934282,38
2018-01-31,Morocco,1325.3063405752478,39
2018-01-31,Saudi Arabia,1284.869026070318,40
2018-01-31,Ivory Coast,1170.8699645030947,41
2018-01-31,Wales,1122.3709695746788,42
2018-01-31,Argentina,1081.9712743253808,43
2018-01-31,England,1017.9477918232843,44
2018-01-31,Ukraine,990.5555410158746,45
2018-01-31,Mexico,990.0985231505368,46
2018-01-31,Costa Rica,982.1649246422706,47
2018-01-31,Poland,890.5988754686962,48
2018-02-28,Sweden,2120.8035142411527,1
2018-02-28,France,2069.528217063948,2
2018-02-28,United States,2001.8209312123834,3
2018-02-28,Qatar,1992.263051098211,4
2018-02-28,Chile,1974.8968551282069,5
2018-02-28,Uruguay,1971.2983475733656,6
2018-02-28,Tunisia,1921.79300879013,7
2018-02-28,New Zealand,1916.5502801476155,8
2018-02-28,Croatia,1913.5690348329051,9
2018-02-28,Germany,1888.64950104385,10
2018-02-28,Iran,1882.7594996697153,11
2018-02-28,Venezuela,1877.084699019842,12
2018-02-28,Netherlands,1834.7403097118781,13
2018-02-28,Iraq,1820.2457162111991,14
2018-02-28,Denmark,1784.033124475558,15
2018-02-28,Portugal,1778.9279283921262,16
2018-02-28,Switzerland,1729.9604473963432,17
2018-02-28,Algeria,1715.033088793632,18
2018-02-28,Japan,1697.3574436240892,19
2018-02-28,Belgium,1666.146885057265,20
2018-02-28,Peru,1657.8251488136348,21
2018-02-28,Australia,1650.8551800477806,22
2018-02-28,Senegal,1619.4204564346026,23
2018-02-28,Colombia,1579.9234485352197,24
2018-02-28,Italy,1572.5402389351984,25
2018-02-28,Panama,1541.4904749260158,26
2018-02-28,Spain,1512.0952971284216,27
2018-02-28,Brazil,1505.5418635689382,28
2018-02-28,Ecuador,1492.4504296038754,29
2018-02-28,Canada,1471.1416775912826,30
2018-02-28,Jamaica,1464.06460588944,31
2018-02-28,Egypt,1461.8441272039581,32
2018-02-28,Cameroon,1406.2340137046244,33
2018-02-28,Mali,1391.7701009335888,34
2018-02-28,United Arab Emirates,1390.6522772088651,35
2018-02-28,Nigeria,1385.9419552084128,36
2018-02-28,South Korea,1366.3100407973411,37
2018-02-28,Serbia,1357.2550420003395,38
2018-02-28,Morocco,1319.8369194923812,39
2018-02-28,Saudi Arabia,1284.8475678304685,40
2018-02-28,Ivory Coast,1180.9564826326182,41
2018-02-28,Wales,1120.542293114477,42
2018-02-28,Argentina,1073.9416540665798,43
2018-02-28,England,1027.7411263218864,44
2018-02-28,Mexico,995.3362636780487,45
2018-02-28,Ukraine,995.1435680027076,46
2018-02-28,Costa Rica,975.8143623731734,47
2018-02-28,Poland,870.3635764901541,48
2018-03-31,Sweden,2106.3886005937857,1
2018-03-31,France,2056.539404158841,2
2018-03-31,United States,2009.640608012608,3
2018-03-31,Qatar,1989.541729568875,4
2018-03-31,Uruguay,1975.056108529862,5
2018-03-31,Chile,1967.1852450100391,6
2018-03-31,Tunisia,1931.9324120364142,7
2018-03-31,New Zealand,1917.691596598498,8
2018-03-31,Croatia,1900.1605459919326,9
2018-03-31,Germany,1893.2204723466637,10
2018-03-31,Iran,1891.1102628930546,11
2018-03-31,Venezuela,1871.8289088954855,12
2018-03-31,Netherlands,1834.4127135677063,13
2018-03-31,Iraq,1826.9694584537199,14
2018-03-31,Denmark,1788.5872531776763,15
2018-03-31,Portugal,1783.810829836916,16
2018-03-31,Switzerland,1731.8037112587097,17
2018-03-31,Algeria,1702.104702491034,18
2018-03-31,Japan,1696.9248114123936,19
2018-03-31,Peru,1668.1462759519318,20
2018-03-31,Belgium,1663.6824037353206,21
2018-03-31,Australia,1656.7478903677725,22
2018-03-31,Senegal,1612.132682789323,23
2018-03-31,Italy,1569.7260454290708,24
2018-03-31,Colombia,1569.443017610011,25
2018-03-31,Panama,1548.1630638040765,26
2018-03-31,Spain,1529.9160637204875,27
2018-03-31,Brazil,1502.049250018682,28
2018-03-31,Ecuador,1482.2930408049497,29
2018-03-31,Canada,1464.3377920931332,30
2018-03-31,Jamaica,1456.2266963738466,31
2018-03-31,Egypt,1444.4026601347923,32
2018-03-31,Cameroon,1408.8703824399827,33
2018-03-31,Nigeria,1394.5962601949293,34
2018-03-31,United Arab Emirates,1387.586564159659,35
2018-03-31,Mali,1378.5716497967303,36
2018-03-31,South Korea,1376.1332493038506,37
2018-03-31,Serbia,1355.448224260031,38
2018-03-31,Morocco,1327.565697573978,39
2018-03-31,Saudi Arabia,1287.7506502974495,40
2018-03-31,Ivory Coast,1159.326977115616,41
2018-03-31,Wales,1115.2003369850706,42
2018-03-31,Argentina,1085.2900815846185,43
2018-03-31,England,1016.4517246769624,44
2018-03-31,Mexico,1001.8594337654444,45
2018-03-31,Ukraine,1000.5795451122777,46
2018-03-31,Costa Rica,955.7246120422047,47
2018-03-31,Poland,866.6592819744945,48
2018-04-30,Sweden,2103.185902823651,1
2018-04-30,France,2065.4210796666366,2
2018-04-30,United States,2001.0050225974664,3
2018-04-30,Uruguay,1974.5735390082893,4
2018-04-30,Chile,1968.682390979151,5
2018-04-30,Qatar,1960.6665643433487,6
2018-04-30,Tunisia,1922.2397838097124,7
2018-04-30,New Zealand,1915.266456151353,8
2018-04-30,Croatia,1909.000321925611,9
2018-04-30,Iran,1906.3288025995425,10
2018-04-30,Germany,1903.1510203777975,11
2018-04-30,Venezuela,1850.013538538836,12
2018-04-30,Netherlands,1848.206144376092,13
2018-04-30,Iraq,1827.0009844888352,14
2018-04-30,Denmark,1788.6602467892571,15
2018-04-30,Portugal,1772.2448119680762,16
2018-04-30,Switzerland,1724.1976227718271,17
2018-04-30,Algeria,1710.6827426746859,18
2018-04-30,Japan,1699.517804753052,19
2018-04-30,Belgium,1676.8540594759772,20
2018-04-30,Peru,1672.5057396201926,21
2018-04-30,Australia,1655.1804116934745,22
2018-04-30,Senegal,1610.4748078563414,23
2018-04-30,Italy,1574.390812553514,24
2018-04-30,Colombia,1560.951826209487,25
2018-04-30,Panama,1546.01624306821,26
2018-04-30,Spain,1520.1879172391991,27
2018-04-30,Brazil,1496.532623266146,28
2018-04-30,Canada,1475.6966182522478,29
2018-04-30,Ecuador,1472.6756690208517,30
2018-04-30,Egypt,1435.2521104350687,31
2018-04-30,Cameroon,1418.0201220502265,32
2018-04-30,Jamaica,1413.8860690797985,33
2018-04-30,Nigeria,1392.2693323412275,34
2018-04-30,United Arab Emirates,1386.1187408823855,35
2018-04-30,Mali,1385.4343752241648,36
2018-04-30,Serbia,1371.5983917996175,37
2018-04-30,South Korea,1370.8964333022293,38
2018-04-30,Morocco,1324.8497243001852,39
2018-04-30,Saudi Arabia,1286.9641908901333,40
2018-04-30,Ivory Coast,1152.3668184984504,41
2018-04-30,Wales,1130.2767598173366,42
2018-04-30,Argentina,1104.5903964420365,43
2018-04-30,England,1005.6659550139279,44
2018-04-30,Mexico,998.7955593169394,45
2018-04-30,Ukraine,998.5355384516816,46
2018-04-30,Costa Rica,958.3835571892182,47
2018-04-30,Poland,853.0000443022639,48
2018-05-31,Sweden,2106.7359058710467,1
2018-05-31,France,2073.2122169764298,2
2018-05-31,United States,1995.7815622741143,3
2018-05-31,Qatar,1980.782929944723,4
2018-05-31,Chile,1970.0899029299421,5
2018-05-31,Uruguay,1969.0078838763625,6
2018-05-31,Croatia,1915.504718957738,7
2018-05-31,Tunisia,1907.1304374041295,8
2018-05-31,New Zealand,1901.9035707877229,9
2018-05-31,Iran,1894.6561867128717,10
2018-05-31,Germany,1892.9402014320299,11
2018-05-31,Netherlands,1856.1566465253047,12
2018-05-31,Venezuela,1848.9958431122418,13
2018-05-31,Iraq,1835.1267179074448,14
2018-05-31,Denmark,1802.6883392410527,15
2018-05-31,Portugal,1760.3804947763865,16
2018-05-31,Switzerland,1726.4972604349716,17
2018-05-31,Algeria,1719.8654306698436,18
2018-05-31,Japan,1708.5387172280346,19
2018-05-31,Peru,1681.3524941851672,20
2018-05-31,Belgium,1672.5166170184193,21
2018-05-31,Australia,1664.468743402702,22
2018-05-31,Senegal,1599.0223062644802,23
2018-05-31,Italy,1575.6860124225932,24
2018-05-31,Colombia,1564.6999481553682,25
2018-05-31,Panama,1536.9769367736947,26
2018-05-31,Spain,1509.0689044907742,27
2018-05-31,Brazil,1489.4056653103773,28
2018-05-31,Ecuador,1474.1623871209958,29
2018-05-31,Canada,1465.6018000093457,30
2018-05-31,Egypt,1434.10226604497,31
2018-05-31,Cameroon,1430.136405142654,32
2018-05-31,United Arab Emirates,1405.6355697020233,33
2018-05-31,Nigeria,1403.172604422935,34
2018-05-31,Jamaica,1401.9049765881614,35
2018-05-31,Mali,1392.4445756153877,36
2018-05-31,Serbia,1390.0513432974378,37
2018-05-31,South Korea,1371.5481195628088,38
2018-05-31,Morocco,1337.9640154325148,39
2018-05-31,Saudi Arabia,1283.722672743066,40
2018-05-31,Ivory Coast,1167.5535246494294,41
2018-05-31,Wales,1125.4116933809041,42
2018-05-31,Argentina,1100.4485874317713,43
2018-05-31,Ukraine,1015.0407432179162,44
2018-05-31,Mexico,1004.8342476197578,45
2018-05-31,England,1003.337728143499,46
2018-05-31,Costa Rica,961.6304388668145,47
2018-05-31,Poland,842.5308192760369,48
2018-06-30,Sweden,2086.294568973286,1
2018-06-30,France,2064.384934316165,2
2018-06-30,United States,1994.7556230004673,3
2018-06-30,Qatar,1988.434056839908,4
2018-06-30,Chile,1961.189672932395,5
2018-06-30,Uruguay,1942.011724651851,6
2018-06-30,Tunisia,1921.890401117541,7
2018-06-30,Croatia,1917.0087682984083,8
2018-06-30,Germany,1903.8111654125848,9
2018-06-30,New Zealand,1896.8639395662449,10
2018-06-30,Iran,1880.1161317696042,11
2018-06-30,Netherlands,1861.8732742457905,12
2018-06-30,Venezuela,1828.3017632375584,13
2018-06-30,Iraq,1807.2978435640546,14
2018-06-30,Denmark,1796.0177195093142,15
2018-06-30,Portugal,1749.6645440414752,16
2018-06-30,Switzerland,1731.891217383578,17
2018-06-30,Japan,1715.0241281552148,18
2018-06-30,Algeria,1713.8349472254283,19
2018-06-30,Belgium,1676.5027183937045,20
2018-06-30,Peru,1672.508085199551,21
2018-06-30,Australia,1662.710973046206,22
2018-06-30,Senegal,1593.3406713529087,23
2018-06-30,Colombia,1567.1004057405135,24
2018-06-30,Italy,1563.9673866995133,25
2018-06-30,Panama,1540.0584085744606,26
2018-06-30,Spain,1501.8929318596063,27
2018-06-30,Canada,1487.719053231409,28
2018-06-30,Brazil,1483.8891057129404,29
2018-06-30,Ecuador,1458.173946991242,30
2018-06-30,Cameroon,1440.571163420138,31
2018-06-30,Egypt,1429.471157748845,32
2018-06-30,Nigeria,1408.98852641909,33
2018-06-30,United Arab Emirates,1401.3425915844477,34
2018-06-30,Jamaica,1398.9508839550597,35
2018-06-30,Serbia,1389.72776577571,36
2018-06-30,Mali,1388.6605550905654,37
2018-06-30,South Korea,1369.490918715764,38
2018-06-30,Morocco,1344.153840035629,39
2018-06-30,Saudi Arabia,1287.4342609630835,40
2018-06-30,Ivory Coast,1160.6226377443834,41
2018-06-30,Wales,1128.5153792984288,42
2018-06-30,Argentina,1107.209837434476,43
2018-06-30,Ukraine,1027.3704847116771,44
2018-06-30,England,1000.3924000535147,45
2018-06-30,Mexico,993.0350763295634,46
2018-06-30,Costa Rica,946.2083295341208,47
2018-06-30,Poland,852.0052132503433,48
2018-07-31,Sweden,2077.6683382236156,1
2018-07-31,France,2058.066325645474,2
2018-07-31,United States,1997.4337354205911,3
2018-07-31,Qatar,1997.24491513731,4
2018-07-31,Chile,1951.431637834328,5
2018-07-31,Uruguay,1945.5951768958923,6
2018-07-31,Germany,1925.0842930909184,7
2018-07-31,Croatia,1914.0293119736823,8
2018-07-31,Tunisia,1902.0741260671807,9
2018-07-31,New Zealand,1881.9195566993108,10
2018-07-31,Iran,1870.61710107917,11
2018-07-31,Netherlands,1870.3527615468938,12
2018-07-31,Venezuela,1824.3458342341942,13
2018-07-31,Iraq,1822.2156594736127,14
2018-07-31,Denmark,1817.8795037644566,15
2018-07-31,Portugal,1754.8324761206713,16
2018-07-31,Switzerland,1722.2177573656413,17
2018-07-31,Japan,1718.2222930785622,18
2018-07-31,Algeria,1710.7110032950968,19
2018-07-31,Belgium,1687.7235505914743,20
2018-07-31,Peru,1678.3747952898832,21
2018-07-31,Australia,1650.41564292355,22
2018-07-31,Senegal,1583.0449645375234,23
2018-07-31,Colombia,1552.7149316784719,24
2018-07-31,Italy,1541.5612442746826,25
2018-07-31,Panama,1538.2380381210814,26
2018-07-31,Spain,1505.8188798828694,27
2018-07-31,Canada,1477.5031819908772,28
2018-07-31,Brazil,1475.8361929022108,29
2018-07-31,Ecuador,1455.5518414848575,30
2018-07-31,Cameroon,1452.3921545192875,31
2018-07-31,Egypt,1429.5871728925038,32
2018-07-31,Nigeria,1410.1949195047762,33
2018-07-31,Serbia,1398.2091271543527,34
2018-07-31,Jamaica,1396.2023823680465,35
2018-07-31,Mali,1391.3546205146827,36
2018-07-31,United Arab Emirates,1376.0854566932503,37
2018-07-31,South Korea,1359.2429659718644,38
2018-07-31,Morocco,1336.8765681144196,39
2018-07-31,Saudi Arabia,1283.3147347202262,40
2018-07-31,Ivory Coast,1148.0237170825715,41
2018-07-31,Wales,1132.7239589183648,42
2018-07-31,Argentina,1096.4392648950572,43
2018-07-31,Ukraine,1019.7609366298816,44
2018-07-31,England,1012.877005279788,45
2018-07-31,Mexico,979.5522790293155,46
2018-07-31,Costa Rica,967.7931342764817,47
2018-07-31,Poland,845.6953979672746,48
2018-08-31,Sweden,2089.541605959664,1
2018-08-31,France,2064.1993472117424,2
2018-08-31,Qatar,2004.3787659701036,3
2018-08-31,United States,1983.3360567630357,4
2018-08-31,Uruguay,1955.330722659216,5
2018-08-31,Chile,1944.1411648762266,6
2018-08-31,Croatia,1921.466551922321,7
2018-08-31,Germany,1911.6657665859248,8
2018-08-31,Tunisia,1909.3571565825237,9
2018-08-31,Netherlands,1883.8150697020149,10
2018-08-31,New Zealand,1873.2518187440935,11
2018-08-31,Iran,1858.2818443312328,12
2018-08-31,Venezuela,1835.5049379657048,13
2018-08-31,Denmark,1823.8407775246553,14
2018-08-31,Iraq,1818.0691370263673,15
2018-08-31,Portugal,1759.6773143836538,16
2018-08-31,Algeria,1720.3151526328907,17
2018-08-31,Switzerland,1717.5395530138235,18
2018-08-31,Belgium,1699.467828977701,19
2018-08-31,Japan,1699.3613342597546,20
2018-08-31,Peru,1666.8488927629464,21
2018-08-31,Australia,1649.7767094333526,22
2018-08-31,Senegal,1562.2410873734734,23
2018-08-31,Colombia,1543.73662933413,24
2018-08-31,Italy,1533.338585478323,25
2018-08-31,Panama,1531.7465464834004,26
2018-08-31,Spain,1502.2993234663925,27
2018-08-31,Brazil,1486.980068919907,28
2018-08-31,Canada,1468.227990080235,29
2018-08-31,Cameroon,1457.718111159234,30
2018-08-31,Ecuador,1443.7914989477601,31
2018-08-31,Egypt,1438.8820591825815,32
2018-08-31,United Arab Emirates,1406.500587954372,33
2018-08-31,Nigeria,1404.4316808402348,34
2018-08-31,Jamaica,1384.2049690391732,35
2018-08-31,Serbia,1383.2944287707578,36
2018-08-31,South Korea,1380.4778711483164,37
2018-08-31,Mali,1370.9362714860717,38
2018-08-31,Morocco,1335.6499106659078,39
2018-08-31,Saudi Arabia,1272.3789297723786,40
2018-08-31,Ivory Coast,1141.0164801877343,41
2018-08-31,Wales,1130.0084429927886,42
2018-08-31,Argentina,1096.2789777671,43
2018-08-31,England,1022.8844890261039,44
2018-08-31,Ukraine,1001.954664601629,45
2018-08-31,Mexico,985.5918630970133,46
2018-08-31,Costa Rica,976.5809551067388,47
2018-08-31,Poland,844.1601475969767,48
2018-09-30,Sweden,2081.677369039052,1
2018-09-30,France,2053.050304460808,2
2018-09-30,United States,1987.1260134854217,3
2018-09-30,Qatar,1983.2510482944137,4
2018-09-30,Uruguay,1944.9865370064067,5
2018-09-30,Chile,1937.208048131457,6
2018-09-30,Germany,1927.131252308468,7
2018-09-30,Tunisia,1923.652044956539,8
2018-09-30,Croatia,1922.1410610584999,9
2018-09-30,New Zealand,1882.7577927368025,10
2018-09-30,Netherlands,1881.8850827535252,11
2018-09-30,Iran,1855.0620632959196,12
2018-09-30,Venezuela,1838.3187609875865,13
2018-09-30,Denmark,1834.27702273261,14
2018-09-30,Iraq,1794.012981590688,15
2018-09-30,Portugal,1764.2222699394608,16
2018-09-30,Switzerland,1733.1110062054709,17
2018-09-30,Algeria,1707.6812987516544,18
2018-09-30,Belgium,1701.1402323430048,19
2018-09-30,Japan,1698.2169427176025,20
2018-09-30,Peru,1656.5870143370014,21
2018-09-30,Australia,1654.187381182123,22
2018-09-30,Senegal,1561.5592224800837,23
2018-09-30,Italy,1543.8728670157739,24
2018-09-30,Colombia,1543.0298387677121,25
2018-09-30,Panama,1536.7889509662612,26
2018-09-30,Spain,1502.3259918201425,27
2018-09-30,Brazil,1489.5474849193076,28
2018-09-30,Canada,1456.4081638415005,29
2018-09-30,Cameroon,1446.579817549157,30
2018-09-30,Egypt,1443.669148851645,31
2018-09-30,Ecuador,1432.98012813934,32
2018-09-30,United Arab Emirates,1417.3112581539733,33
2018-09-30,Jamaica,1403.7502651932625,34
2018-09-30,Nigeria,1396.428510633373,35
2018-09-30,South Korea,1390.7050127515006,36
2018-09-30,Serbia,1384.4290941534734,37
2018-09-30,Mali,1354.8389200791148,38
2018-09-30,Morocco,1317.4421483464357,39
2018-09-30,Saudi Arabia,1265.6307333580794,40
2018-09-30,Wales,1137.1920981168414,41
2018-09-30,Ivory Coast,1129.5760017410419,42
2018-09-30,Argentina,1098.6817592836012,43
2018-09-30,England,1012.3850292925388,44
2018-09-30,Ukraine,990.2918476317162,45
2018-09-30,Mexico,988.0082007125104,46
2018-09-30,Costa Rica,972.2587351276712,47
2018-09-30,Poland,842.9312759928941,48
2018-10-31,Sweden,2084.2237278373323,1
2018-10-31,France,2049.327906239289,2
2018-10-31,United States,1991.1323552918084,3
2018-10-31,Qatar,1986.403964094526,4
2018-10-31,Chile,1946.873030953766,5
2018-10-31,Germany,1941.8738622392705,6
2018-10-31,Uruguay,1938.3233566114418,7
2018-10-31,Tunisia,1933.538950944189,8
2018-10-31,Croatia,1919.99884547845,9
2018-10-31,Netherlands,1882.6337781472848,10
2018-10-31,New Zealand,1870.434639548056,11
2018-10-31,Iran,1863.0666665535682,12
2018-10-31,Denmark,1835.9634328956777,13
2018-10-31,Venezuela,1834.7133901812983,14
2018-10-31,Iraq,1802.4028759655816,15
2018-10-31,Portugal,1759.54940605309,16
2018-10-31,Switzerland,1743.5362385568085,17
2018-10-31,Belgium,1711.5717399982404,18
2018-10-31,Algeria,1697.1900596123608,19
2018-10-31,Japan,1680.875940932525,20
2018-10-31,Australia,1666.2073535299623,21
2018-10-31,Peru,1660.8353084795538,22
2018-10-31,Senegal,1547.2091985101424,23
2018-10-31,Colombia,1542.084588737485,24
2018-10-31,Italy,1538.519846265608,25
2018-10-31,Panama,1529.4791806568617,26
2018-10-31,Spain,1493.2574256128014,27
2018-10-31,Brazil,1484.6560168026344,28
2018-10-31,Canada,1472.985072112624,29
2018-10-31,Cameroon,1459.7474506263895,30
2018-10-31,Ecuador,1440.9644819918215,31
2018-10-31,Egypt,1429.2629052783757,32
2018-10-31,United Arab Emirates,1424.9691079970858,33
2018-10-31,Jamaica,1407.3357900358246,34
2018-10-31,Nigeria,1406.131901284165,35
2018-10-31,South Korea,1392.0872826801694,36
2018-10-31,Serbia,1371.3338648700183,37
2018-10-31,Mali,1356.5230574345928,38
2018-10-31,Morocco,1323.2148637774087,39
2018-10-31,Saudi Arabia,1276.7907969239193,40
2018-10-31,Wales,1138.9667592051615,41
2018-10-31,Ivory Coast,1124.4437916608365,42
2018-10-31,Argentina,1105.4744993488544,43
2018-10-31,England,1005.8215734442764,44
2018-10-31,Mexico,1002.6963011602413,45
2018-10-31,Ukraine,990.8534963534378,46
2018-10-31,Costa Rica,983.3231109799904,47
2018-10-31,Poland,848.0414139792124,48
2018-11-30,Sweden,2100.103046790034,1
2018-11-30,France,2047.3314719875286,2
2018-11-30,United States,1989.946272184269,3
2018-11-30,Qatar,1973.9978158786284,4
2018-11-30,Chile,1965.283619361664,5
2018-11-30,Germany,1953.7864526989658,6
2018-11-30,Uruguay,1944.8381406698354,7
2018-11-30,Tunisia,1939.0709569048033,8
2018-11-30,Croatia,1926.4522294996484,9
2018-11-30,Netherlands,1869.6008295872357,10
2018-11-30,New Zealand,1865.0930926019707,11
2018-11-30,Iran,1856.3400365777436,12
2018-11-30,Denmark,1842.7688448238464,13
2018-11-30,Venezuela,1827.6458341318687,14
2018-11-30,Iraq,1794.1563527487358,15
2018-11-30,Portugal,1774.628869749946,16
2018-11-30,Switzerland,1737.1216942943652,17
2018-11-30,Belgium,1715.0724339628289,18
2018-11-30,Algeria,1696.1547916525365,19
2018-11-30,Japan,1681.971501614771,20
2018-11-30,Australia,1640.067344745843,21
2018-11-30,Peru,1634.9212292257264,22
2018-11-30,Colombia,1557.2620394724256,23
2018-11-30,Italy,1551.24039412183,24
2018-11-30,Senegal,1540.763004439043,25
2018-11-30,Panama,1537.3622087904328,26
2018-11-30,Brazil,1506.9337262760516,27
2018-11-30,Spain,1491.8618852982252,28
2018-11-30,Canada,1460.7607269202838,29
2018-11-30,Cameroon,1452.2895604559378,30
2018-11-30,Ecuador,1449.3768418836135,31
2018-11-30,Egypt,1425.4780151574164,32
2018-11-30,United Arab Emirates,1408.9329786615156,33
2018-11-30,Jamaica,1406.5853326001795,34
2018-11-30,Nigeria,1404.8608530685672,35
2018-11-30,South Korea,1397.8441655870563,36
2018-11-30,Serbia,1381.7509341278915,37
2018-11-30,Mali,1369.6352320214535,38
2018-11-30,Morocco,1325.4986932851734,39
2018-11-30,Saudi Arabia,1256.4031065193892,40
2018-11-30,Wales,1141.9585224912319,41
2018-11-30,Ivory Coast,1132.3018336905313,42
2018-11-30,Argentina,1126.6142834003504,43
2018-11-30,Mexico,1009.8814403424064,44
2018-11-30,England,999.037975506231,45
2018-11-30,Ukraine,998.2910897724563,46
2018-11-30,Costa Rica,975.5059323968967,47
2018-11-30,Poland,846.022485121256,48
2018-12-31,Sweden,2097.319358118704,1
2018-12-31,France,2041.9235281714837,2
2018-12-31,United States,1996.5441491576055,3
2018-12-31,Qatar,1972.5126334436443,4
2018-12-31,Germany,1957.5753124840048,5
2018-12-31,Chile,1952.2270028782393,6
2018-12-31,Tunisia,1948.1269391163773,7
2018-12-31,Uruguay,1945.2991509381745,8
2018-12-31,Croatia,1927.6127343692572,9
2018-12-31,Netherlands,1868.9150321217983,10
2018-12-31,Iran,1867.5280199394492,11
2018-12-31,Denmark,1859.9679251329771,12
2018-12-31,New Zealand,1850.7156127552691,13
2018-12-31,Venezuela,1830.1971124722313,14
2018-12-31,Portugal,1785.0215126283993,15
2018-12-31,Iraq,1783.533702537112,16
2018-12-31,Switzerland,1734.9202827610543,17
2018-12-31,Belgium,1705.924078840226,18
2018-12-31,Algeria,1687.058003967345,19
2018-12-31,Japan,1667.468723420952,20
2018-12-31,Peru,1658.1929348896533,21
2018-12-31,Australia,1646.8546043288422,22
2018-12-31,Colombia,1564.7611392615943,23
2018-12-31,Italy,1551.5128146038599,24
2018-12-31,Panama,1536.7330961552987,25
2018-12-31,Senegal,1519.9966939294775,26
2018-12-31,Spain,1518.8448343564924,27
2018-12-31,Brazil,1504.480816341377,28
2018-12-31,Canada,1463.7331635063354,29
2018-12-31,Cameroon,1455.0713090360418,30
2018-12-31,Ecuador,1449.393282320332,31
2018-12-31,Egypt,1434.1754235219496,32
2018-12-31,United Arab Emirates,1422.2721527046667,33
2018-12-31,South Korea,1400.2977982655682,34
2018-12-31,Nigeria,1397.9040446337995,35
2018-12-31,Serbia,1390.3732961273138,36
2018-12-31,Jamaica,1388.853582720414,37
2018-12-31,Mali,1378.5737299337363,38
2018-12-31,Morocco,1335.0253972088672,39
2018-12-31,Saudi Arabia,1259.2068916584176,40
2018-12-31,Wales,1148.6649083079697,41
2018-12-31,Argentina,1141.5887231613851,42
2018-12-31,Ivory Coast,1134.1274968020805,43
2018-12-31,Mexico,1001.0999504587883,44
2018-12-31,England,997.261421424999,45
2018-12-31,Ukraine,982.6478588054439,46
2018-12-31,Costa Rica,956.1626358554882,47
2018-12-31,Poland,829.0629953723262,48
2019-01-31,Sweden,2118.181848539283,1
2019-01-31,France,2043.2537090406424,2
2019-01-31,United States,1984.6454799930675,3
2019-01-31,Qatar,1980.6191045370074,4
2019-01-31,Germany,1962.0303296924558,5
2019-01-31,Tunisia,1956.1840489451654,6
2019-01-31,Chile,1951.8546912682702,7
2019-01-31,Uruguay,1943.2330600861899,8
2019-01-31,Croatia,1928.3652738918715,9
2019-01-31,Netherlands,1864.628599669776,10
2019-01-31,Denmark,1863.045774654679,11
2019-01-31,Iran,1861.9900484308162,12
2019-01-31,New Zealand,1835.9420172174869,13
2019-01-31,Venezuela,1818.4723331769248,14
2019-01-31,Iraq,1792.451998221061,15
2019-01-31,Portugal,1767.0895802721534,16
2019-01-31,Switzerland,1711.6151094190764,17
2019-01-31,Algeria,1687.2895020929716,18
2019-01-31,Belgium,1679.4394061013747,19
2019-01-31,Peru,1669.4291080430633,20
2019-01-31,Australia,1667.0524268533588,21
2019-01-31,Japan,1657.5826155179143,22
2019-01-31,Colombia,1556.2613291328132,23
2019-01-31,Italy,1555.54101311896,24
2019-01-31,Panama,1520.4370292125432,25
2019-01-31,Senegal,1520.4221117762909,26
2019-01-31,Spain,1506.2846969635195,27
2019-01-31,Brazil,1501.7099090865863,28
2019-01-31,Canada,1466.2210437642275,29
2019-01-31,Cameroon,1456.677968884468,30
2019-01-31,Ecuador,1445.083727102009,31
2019-01-31,Egypt,1439.8377757677324,32
2019-01-31,United Arab Emirates,1426.7046260423617,33
2019-01-31,South Korea,1404.1513951611403,34
2019-01-31,Jamaica,1395.4648148083215,35
2019-01-31,Nigeria,1395.1566978479339,36
2019-01-31,Serbia,1389.3120068123499,37
2019-01-31,Mali,1384.50669226005,38
2019-01-31,Morocco,1323.666132441338,39
2019-01-31,Saudi Arabia,1270.9853964728272,40
2019-01-31,Wales,1136.754284451364,41
2019-01-31,Argentina,1134.5006445514662,42
2019-01-31,Ivory Coast,1116.9330709538153,43
2019-01-31,England,1016.4046277703897,44
2019-01-31,Mexico,986.9690073516964,45
2019-01-31,Ukraine,981.9402130131213,46
2019-01-31,Costa Rica,943.1073091754452,47
2019-01-31,Poland,837.3981430452149,48
2019-02-28,Sweden,2093.209007942012,1
2019-02-28,France,2057.5481862969177,2
2019-02-28,Qatar,1986.6437456259528,3
2019-02-28,Germany,1971.6453730411702,4
2019-02-28,United States,1969.8990075468162,5
